full_text,sentimen,kategori
"Dampak Covid-19 mengharuskan anak-anak untuk belajar dari rumah.

Simak perbincangan Ibu Atikoh @ganjarpranowo dengan Isti Ilma Patriani, MPsi seorang Psikolog Klinis sekaligus anggota Pokja I @tppkkjateng, Selasa 16 Juni 2020 pukul 10.00.

Ada giveaway menarik buat kamu 😍 https://t.co/EaUkC3Pk5r",positif,Confidience
"Apa Kesulitan Orang Tua untuk membantu anak belajar dari rumah dalam masa pandemi covid-19 ini, dan bagaimana cara yang tepat untuk membantu anak belajar di rumah.. Dengarkan dan Beri Komentar mu di Kopi Pagi RRI Kupang.

#IndonesiaTatananKehidupanBaru https://t.co/1yI5KuSezR",positif,Comitment
"Yuk Mahasiswa @univ_syiahkuala Ikutan Lomba Video Pencegahan Covid dengan Tema "" Belajar Asyik dari Rumah Terhindar Covid-19"" #unsyiahcegahcovid https://t.co/ahL5Hm70ud",positif,Confidience
"Setiap tindakan kecil yang #SahabatData lakukan dapat mengurangi risiko penyebaran Covid-19. Mulai dari rajin mencuci tangan dengan sabun hingga social distancing seperti bekerja, belajar, dan beribadah di rumah.

#MencatatIndonesia
#sp2020 https://t.co/OPoTj7Ijsq",negatif,Composure
"Walaupun sedang pandemi tetaplah belajar dari rumah karena pandemi Covid-19 bukanlah halangan untuk tetap mengutamakan pendidikan.

#DiktiMengajarDariRumah #DiktiDutaEdukasiPerubahanPerilaku https://t.co/iGhMA5243E",positif,Confidience
"Hai #TemanSMA 
Apa aktivitas kalian di masa pandemi Covid-19 selain belajar dari rumah? Nah pada episode 2 #BincangSMA kali ini, kita akan ngobrol dengan tema ‘Peduli di Tengah Pandemi’ yang akan dipandu oleh Syarifah #TemanSMA berprestasi dari SMAN 1 Sumbawa Besar, NTB. https://t.co/nd73XMGXFI",positif,Control 
"Selamat Hari Pendidikan Nasional 2 Mei 2020 
Tema ""Belajar dari Covid-19""

Proses belajar mengajar tetap berjalan, ayo kobarkan semangat belajar dari rumah, jangan kendor karena covid-19
#IndonesiaKuat https://t.co/aHXjiOvAO9",negatif,Composure
"Kerja dari rumah, Belajar dari rumah, Ibadah di rumah agar Covid-19 bisa ditangani dengan maksimal
#AwasProvokasiSaatPandemi https://t.co/pdK1AHa8e3",negatif,Composure
"Untuk Sobat OJK yang sedang belajar dari rumah, tetap sehat dan semangat belajar ya.⁣

Jangan biarkan Covid-19 menghalangi langkah kita meraih cita.⁣

Selamat Hari Pendidikan Nasional 2 Mei 2020.⁣😊
⁣
#OJK⁣
#OJKIndonesia⁣
#Keuangan⁣
#Hardiknas2020⁣
#BelajarDariCovid19 https://t.co/dRQBwOfTbI",positif,Confidience
"Dalam pelaksanaan Belajardi rumah selama pandemi Covid-19, banyak remaja sekolah yang mengikuti belajar dari rumah melalui media televisi. Ternyata banyak manfaatnya .
@WagimanDeep212 @AmbarwatiRexy @WR_4AG226 https://t.co/XVqNUj4cBV",positif,Control 
"Hai YOTers! 
Pandemi Covid-19 membuat berbagai aktivitas di seluruh dunia menjadi terhenti. Para pekerja mulai bekerja di rumahnya masing-masing, para murid dan mahasiswa mulai belajar dari rumah. Di tengah Covid-19 ini kami menginisiasi suatu kegiatan untuk melakukan https://t.co/GOqd9GDjwj",positif,Comitment
"#dirumahaja menjadi kampanye yang terus disuarakan pemerintah di tengah penyebaran virus COVID-19. Semua karyawan, mahasiswa, dan pelajar diharuskan bekerja dan belajar dari rumah agar memutus penularan. #BUMNuntukIndonesia #BUMNatasiCorona #UntukIndonesia #SelaluAda https://t.co/z0a6KnQ4Jj",positif,Control 
"Kerja dari rumah, belajar dari rumah, ibadah dirumah agar COVID-19 bisa ditangani dengan maksimal. 
~ Joko Widodo ~
#lawancorona https://t.co/Z2QNkon8HT",negatif,Composure
"Jaga jarak minimum 1 meter dengan orang lain, tunda aktivitas di keramaian, belajar, dan bekerja dari rumah dapat turunkan kurva penularan COVID-19. Jaga jarak tidak selalu buruk.

Bersama kita lawan penyebaran virus COVID-19.

#MediaLawanCovid19 #Amandirumah #TerhubungDariRumah https://t.co/mDCiU0D2My",positif,Confidience
"Kerja dan Belajar dari Rumah Gegara COVID-19, Gunakan Teknologi Ini https://t.co/rPvRpu3AJR https://t.co/UlZF9sIJO2",positif,Comitment
"Menjelang shalat Dzuhur di MTsN 5 Sumedang, Jumat 29 Februari 2020 (2 minggu sebelum Belajar Dari Rumah/BDR karena Pandemi Covid-19). https://t.co/mFnjbmNCIO",positif,Control 
"Day 1 WFH. Of course tetap kena pergi ofis. Tapi selang2. Its better la. I belajar bersyukur je skrg. At least in a week tu 2-3 kali je aku keluar rumah. Jauh kan la aku, keluargaku dan rakan-rakan ku dari jangkitan Covid-19 ni Ya Allah. https://t.co/jdDIPtLnBq",positif,Confidience
"Akibat Covid-19 sekolah-sekolah melakukan proses belajar mengajar dari rumah, tidak terkecuali bagi sekolah berkebutuhan khusus. Bagaimana upayanya?
#MELIHATINDONESIAMETROTV “Cinta Berkebutuhan Khusus” Minggu (29/11) pukul 10.30 WIB di Metro TV.
@Kemdikbud_RI #cerdasberkarakter https://t.co/Yyj0Bb261d",positif,Control 
"Di tengah situasi pandemi Covid-19 siswa harus menyesuaikan diri untuk belajar dari rumah. Kebutuhan akan akses internet meningkat, padahal banyak daerah yang masih kesulitan untuk mendapat internet dengan mudah dan murah https://t.co/PIsf5AlRtW

#BERANIBERUBAH #PERUBAHANPERILAKU https://t.co/Xh5QDWkcC1",negatif,Control 
"Pandemi virus corona atau COVID-19 menyebabkan anak-anak &amp; remaja harus belajar dari rumah.​

Untuk memudahkan mereka, UNICEF memiliki beberapa saran bagi sekolah agar anak-anak &amp; remaja bisa belajar dgn efektif meskipun dari rumah. 

via @UNICEFIndonesia
https://t.co/mhM2tMjfrB",positif,Control 
"Mari hargai kerja keras para dokter dan paramedis. Belajar, bekerja, dan beribadah dari rumah. 

#SahabatDikbud dapat memperoleh informasi pendidikan dan kebudayaan pada masa pandemi Covid-19 di https://t.co/HaRwdbg7fd.

#MerdekaBelajar
#BersamaHadapiKorona https://t.co/GzWDRRopvA",positif,Control 
"TVRI bekerjasama dgn @Kemendikbud_RI terus berupaya meningkatkan Sistem Pembelajaran Jarak Jauh di tengah pandemi virus Covid-19 melalui program BELAJAR DARI RUMAH, saksikan setiap hari Senin-Minggu mulai 13 April 2020 hanya di TVRI
#BelajarDariRumah🏠 https://t.co/ayhHVfaVRx",positif,Confidience
"Achmad Yurianto: ""Patuhi kebijakan pemerintah belajar dari rumah, bekerja dari rumah, dan beribadah di rumah. Hindari kerumunan dan jaga jarak, ini penting untuk mencegah COVID-19."" 

#DengerinElshintaDiRumahAja https://t.co/Th2sB6OxlF",positif,Comitment
"Presiden @jokowi menyerukan kepada seluruh rakyat Indonesia untuk tetap tenang, tidak panik.

Presiden juga meminta agar pola kerja, belajar, dan ibadah dari rumah, agar masalah COVID-19 bisa tertangani dengan maksimal. 🎥BiroPersSetpres 

#DengerinElshintaDiRumahAja https://t.co/CkMsqB1r7c",negatif,Confidience
"Jaga jarak  aman dengan sekitar, tunda aktivitas di keramaian, belajar, dan bekerja dari rumah dapat mencegah penularan COVID-19 (Virus Korona). Jaga jarak tidak selalu buruk. Bersama kita lawan penyebaran COVID-19. 
.
#covid19 #coronavirus #amandirumah
 #medialawancovid19 https://t.co/M36EfexBXG",negatif,Composure
"@jokowi Presiden Jokowi: ""Kebijakan belajar dari rumah, bekerja dari rumah, dan ibadah di rumah perlu terus digencarkan untuk mengurangi pengurangan penyebaran Covid-19."" 🎥BiroPersSetpres #ElshintaEdisiSore #COVID19 https://t.co/Dophu1bIYE",positif,Control 
"Modul Belajar dari Rumah untuk Kelas 1 Tema 2: Unduh file .PDF Modul ""Ayo! Belajar dari Rumah"" untuk Kelas 1 tema 2 Kegemaranku. Agar proses pembelajaran jarak jauh (PJJ) atau belajar dari rumah (BDR) pada masa pandemi Covid-19 berjalan lancar telah… https://t.co/WMk1LQGjcL https://t.co/XBh1ylCTdN",positif,Confidience
"di masa pandemi Covid-19 saat ini, masyarakat di harapkan tetap melaksanakan protokol kesehatan, social distancing &amp; phsycal distancing dg tetap bekerja dari rumah &amp; belajar dari rumah agar memutus penyebaran Covid-19. Teknologi informasi jadi kebutuhan utama https://t.co/0wi6YauRYv",positif,Comitment
Infografis: Pedoman Pelaksanaan Belajar dari Rumah Selama Darurat Bencana Covid-19 di Indonesia: Berikut ini adalah infografis Pedoman Pelaksanaan Belajar dari Rumah Selama Darurat Bencana Covid-19 di Indonesia berdasarkan Surat Edaran Sekretaris Jendral… https://t.co/ZH5ftl6KEs https://t.co/rsEFQivZE1,positif,Control 
"Kegiatan belajar secara virtual dari rumah selama pandemi Covid-19 menimbulkan masalah. Ketimpangan akses internet menjadi permasalahan utama, karena masih terdapat 36% penduduk yang bukan merupakan pengguna internet. #Infografik
https://t.co/2RkNmezMGT https://t.co/wd4EIw2yZk",negatif,Composure
"Semua perubahan diawali dari ilmu, teruslah belajar, menimba ilmu, dan sebarkan manfaatnya untuk orang banyak.

Selamat Hari Pendidikan Nasional

Belajar dari Covid-19, belajarlah di rumah saja.
#pendidikannasional 
#COVID__19 https://t.co/aFv7eEHw1v",positif,Confidience
"Selamat Hari Pendidikan Nasional.
""jadikan setiap tempat sbg sekolah, jadikan setiap orang sbg guru"" (Ki Hajar Dewantara).
#Belajar dari rumah
#Belajar dari Covid-19 
#Belajar pada siapa saja.

Berikut info stok darah sehat @UtdPmiPemalang 
#SalamKemanusiaan
#AyoDonorDarah https://t.co/K7EgttePjO",negatif,Composure
"Kerja dari rumah, belajar dari rumah, ibadah di rumah agar Covid-19 bisa ditangani dengan maksimal #GerakanSolidaritasSosial https://t.co/AOAy5xCaDz",positif,Confidience
Pemerintah Aceh perpanjang kegiatan belajar dari rumah - https://t.co/ulYUJq88IZ - #belajardirumah #COVID-19 #Sekolahdirumah #kutarajapost #PemerintahAceh- Arianto P https://t.co/YEuCJlpqzH,positif,Control 
"Tak semua siswa di Jawa Timur bisa mengikuti kebijakan pemerintah untuk belajar dari rumah akibat pandemi Covid-19. Mereka yang mengalami itu kebanyakan berada di desa terpencil. Baca selengkapnya klik https://t.co/Q3u6QrE2yY

#NewsOne  #DampakCovid19 #UpdateCorona #COVID19 https://t.co/kITP6LRmwm",positif,Comitment
"Sesuai dengan Surat Edaran Wali Kota Bekasi Nomor : 421/2265/Disdik tanggal 26 Maret 2020 tentang Perpanjangan Belajar dari Rumah (Home Learning) pada Masa Darurat Covid-19 di Kota Bekasi,   waktu belajar dari rumah (home learning) di perpanjang sampai 14 April 2020. https://t.co/MvJ2OXFMeX",positif,Confidience
"Kerja dan Belajar dari Rumah Gegara COVID-19, Gunakan Teknologi Ini https://t.co/WPfXhNFkYF https://t.co/zZM6EbrVDz",positif,Control 
"Belajar meski dari rumah tetaplah penting bagi anak. Agar mereka bisa mendapatkan pembalajaran yang layak tetapi tetap aman dan tercegah dari covid-19 kita selalu menerapkan 3M dalam program MDR.
#diktimengajardarirumah 
#diktidutaedukasiperubahanperilaku https://t.co/dHkjXNN6eR",positif,Comitment
"AYO bergabung dengan Mona Rataliu, dr. Yogi Prawira dan para narasumber lainnya dalam program Ayo Cari Tahu COVID-19 – Edisi Pendidikan!

Di episode kali ini, mari cari tahu cara menghadapi situasi belajar dari rumah, cara mengatasi stress, dan tetap sejahtera di saat pandemi. https://t.co/LgLTSUrVJi",positif,Control 
"Disaat pandemi covid 19. guru rela untuk mendatangi rumah murid dengan belajar kelompok. anak2 tetap harus memperoleh pendidikan
 #Bekal ilmu lebih baik dari pada bekal harta
#tppilumajang 
#tppijawatimur https://t.co/ktOqlv7FoB",negatif,Composure
"Gerakan #DiRumahAja udah berjalan selama 2 bulan lebih dikarenakan pandemi Covid-19. Dengan menjalankan semua aktivitas dari rumah aja mulai dari belajar, beribadah dan bekerja membuat banyak orang termasuk kita merasa jenuh. Betul gak nih, Greaters?😔 https://t.co/MfK9W5zesO",positif,Confidience
"Situasi Pandemi Covid 19 kita semua mesti tetap berada di rumah , bekerja dari rumah san belajar dari rumah https://t.co/rGWPSTHvxP",positif,Control 
"Salah seorang guru Sekolah Dasar di Kabupaten Sumenep, Jawa Timur, patut diapresiasi. Pasalnya sejak pandemi Covid-19 terjadi dan program belajar dilakukan dari rumah, ia harus keliling satu persatu rumah siswanya agar siswanya tetap belajar.

https://t.co/G7PjdoOMSb https://t.co/1EphHkn1k5",positif,Comitment
"Rindu suasana belajar di sekolah dengan siswa siswi kami tercinta,  namun demi indonesia kami harus belajar dari rumah.  Semangat terus untuk pak @ganjarpranowo dan semua para pahlawan bangsa.  Ayo cegah penyebaran covid 19! #JatengGayeng #DiRumahAjaYa https://t.co/ad3H06RjIl",positif,Confidience
"Guru kesenian yang kreatif begini yang bikin kangen murid ketika harus belajar dari rumah masing-masing akibat covid-19.

Ada ide kreatif untuk belajar online bagi anak-anak kita yang sudah mulai bosen di rumah dan sudah kangen gurunya di sekolah?

 https://t.co/kU2Zc0Su4z",positif,Confidience
"TVRI bekerjasama dgn @Kemendikbud_RI terus berupaya meningkatkan Sistem Pembelajaran Jarak Jauh di tengah pandemi virus Covid-19 melalui program BELAJAR DARI RUMAH, saksikan setiap hari Senin-Minggu mulai 13 April 2020 hanya di TVRI
#BelajarDariRumah🏠 https://t.co/TJrIU42Wnb https://t.co/MlovZiO80q",negatif,Control 
"Penyebaran virus COVID-19 yang begitu cepat, membuat pemerintah mengeluarkan kebijakan Work From Home (WFH) atau bekerja dari rumah, begitu pun para pelajar yang harus belajar di rumah. #BUMNuntukIndonesia #BUMNatasiCorona #UntukIndonesia #SelaluAda https://t.co/X3rXtgyHyZ",positif,Control 
"Berikut ini adalah sebagian kecil dari kegiatan belajar di rumah ananda di SMP Islam Tugasku. Langkah ini sebagai upaya Pemerintah dlm penghentian penyebaran Virus Covid-19 selama 3 pekan, 16 Maret-5 April 2020. Semoga kita semua selalu dlm lindungan Allah Swt. Amin. https://t.co/qImW5stPTZ",positif,Comitment
"Setiap orang bisa ambil bagian dalam mengurangi penyebaran covid-19 jika ia konsisten mengikuti anjuran untuk jaga jarak sosial, bekerja dari rumah, belajar dari rumah, dan ibadah di rumah. Solid, tapi berjarak. #EditorialMediaIndonesia #IndonesiaMelawanCovid19 https://t.co/gqFJ5Fqq2H",positif,Confidience
"Kita semua harus SADAR dan tergerak untuk social distancing, dg tidak membuat/datang ke kerumunan, Bekerja dan belajar dari rumah.
Karena jika kita nekat, maka bukan tidak mungkin penyebaran virus Covid-19 akan lebih luas &amp; banyak.
#AksiNyataLawanCorona
https://t.co/oYwcdfv4yF",positif,Control 
"Menghadapi COVID-19, beberapa negara memutuskan untuk lockdown. Di Indonesia, imbauan Presiden untuk bekerja, belajar, dan beribadah dari rumah justru menuai polemik karena tak disusul dengan kebijakan konkrit. Ikuti #MataNajwaSetopCorona #MataNajwa 15 MENIT LAGI https://t.co/wcfNEouFXl",positif,Control 
"Presiden Jokowi: ""Kebijakan belajar dari rumah, bekerja dari rumah, dan ibadah di rumah perlu terus digencarkan untuk mengurangi pengurangan penyebaran Covid-19."" #ElshintaEdisiPagi #CoronavirusOutbreak https://t.co/tWpT9gIy8u",positif,Control 
"5. Kebijakan belajar dari rumah, bekerja dari rumah,dan beribadah di rmh perlu terus untuk kita gencarkan utk mengurangi tingkat penyebaran Covid 19 dgn tetap mempertahankan pelayanan kepada masyarakat baik itu urusan kebutuhan pokok,layanan kesehatan,dan layanan2 publik lainnya. https://t.co/bhZW599YdH",positif,Confidience
"Melihat kebutuhan internet di kala Covid-19 yang mendorong belajar dari rumah sempat mengkhawatirkan sejumlah warga, Anggota Fraksi NasDem DPRD DKI, Jupiter bergegas memberikan bantuan wifi gratis di beberapa titik di Jakarta Barat. 

@DPWNasDemJKT @NasDem 

#FraksiNasDemJKT https://t.co/zQpZFaBw8w",positif,Control 
"Dalam rangka  Adaptasi Kebiasaan Baru dari Pandemi Covid-19, Polres Cianjur peduli bidang pendidikan, Polres cianjur membuat inovasi dengan meminjamkan Handy Talkie  agar mempermudah proses belajar di rumah. #WujudKepedulianPolri https://t.co/5ybdk6Uurh",positif,Confidience
"Bantuan modem internet gratis dari Polda Metro Jaya untuk siswa siswi SMP,SD, agar belajar secara on line dari rumah di masa pandemik covid 19 https://t.co/CuKmeOOdDj",positif,Comitment
"Di tengah pandemi Covid-19 tiga orang mahasiswa di pasuruan, Jawa Timur, yang tengah belajar di rumah, mengisi waktu luangnya dengan memproduksi abon dari pepaya muda. Produk camilan ini mendapat respon positif. 

#Ad @FitHealthyTasty
https://t.co/KIdiAPgJxE
#Fitbar https://t.co/bNl7ntJ6Uo",negatif,Confidience
"Pandemi Covid-19 yang melanda Indonesia memunculkan beragam reaksi masyarakat. Pandemi memaksa kita untuk beraktivitas dari rumah. Belajar, bekerja, berdagang, berkreasi, bermain dan banyak hal lain yang bisa dilakukan di rumah.
#rekampandemi https://t.co/cCyZOj6jH4",positif,Control 
"Haiii semuanya, Salam sehat !!!
Selama pandemi COVID-19 telah terjadi perubahan besar terhadap aktivitas kita, termasuk rutinitas yang dilakukan terpaksa harus belajar dari rumah. Akibat penerapan physical distancing ini, kini lebih banyak menghabiskan waktu di depan gadget https://t.co/8oCxXD0tKN",positif,Comitment
"Covid-19 memaksa banyak orang harus bekerja, belajar dan beribadah pun dari rumah
.
Meski dalam kondisi demikian, jangan lupa untuk tetap mandi, bersih-bersih diri
.
Yang pasti biar #bekerjadarirumah harus tetap gaya ya
.
Salam
.

#bekerjadarirumah

#lawancovid-19 https://t.co/ScuiqdjS9C",negatif,Confidience
"Hari Pendidikan Nasional tahun ini tentu berbeda karena kita masih berada dalam masa pandemik Covid-19. 

Mari maknai Hardiknas yang diperingati sebagai hari lahir Ki Hajar Dewantara dengan semangat kekitaan untuk tetap belajar sebanyak-banyaknya dari rumah.

#Hardiknas2020 https://t.co/66F4inMuHT",negatif,Control 
"SELAMAT HARI PENDIDIKAN NASIONAL 2020

Pendidikan merupakan upaya untuk memajukan budi pekerti dan kesempurnaan hidup. Dalam pandemi covid-19, Mendikbud RI mengajak kita semua untuk lebih kreatif dan inovatif gat belajar meski belajar dari rumah.

#Hardiknas2020 #BelajarDariRumah https://t.co/O6Y0Mhggap",positif,Confidience
"Ikuti terus program BELAJAR DARI RUMAH, sebuah program persembahan @Kemdikbud_RI dan TVRI dalam rangka menjamin keberlangsungan program Belajar-Mengajar selama pandemi Covid-19
#BelajarDariRumah🏠
#IndonesiaMelawanCovid19🇮🇩 https://t.co/U3NwbnWrPZ",positif,Confidience
